,0
2009-03-01,-18.857446357972783
2009-04-01,-1.8445435154396002
2009-05-01,-6.697695210951565
2009-06-01,0.935032894989364
2009-07-01,6.307408656911854
2009-08-01,3.3893047628922
2009-09-01,-3.0497256262196366
2009-10-01,-1.9363948012582757
2009-11-01,-8.876612321200136
2009-12-01,-2.8197052243896366
2010-01-01,3.2995628838916957
2010-02-01,0.921979695635514
2010-03-01,11.990355321445342
2010-04-01,16.19515078105442
2010-05-01,-2.7316497543227456
2010-06-01,0.13322421571472098
2010-07-01,0.84404393830257
2010-08-01,-9.221138244161134
2010-09-01,0.07021370976031349
2010-10-01,-6.481703215401781
2010-11-01,1.9018290073158166
2010-12-01,4.8555960509552705
2011-01-01,4.624518033771693
2011-02-01,6.965936249660558
2011-03-01,12.60630018623447
2011-04-01,11.858906897884449
2011-05-01,-6.084215351801959
2011-06-01,2.0745207945226287
2011-07-01,-6.314226842286906
2011-08-01,-3.1763915494524984
2011-09-01,1.3667809141203442
2011-10-01,-10.018696512485493
2011-11-01,0.21924576585347744
2011-12-01,1.2266174698618073
2012-01-01,-1.7081517473355063
2012-02-01,22.13738170218153
2012-03-01,16.674306000224355
2012-04-01,0.2039047965983194
2012-05-01,4.415716580879746
2012-06-01,-7.120280940490444
2012-07-01,-12.730940023636869
2012-08-01,3.6774799382551944
2012-09-01,-7.389032062394502
2012-10-01,-4.019483841731104
2012-11-01,5.6724299438015375
2012-12-01,-7.028079017377664
2013-01-01,6.729457680411798
2013-02-01,4.504590378456044
2013-03-01,6.371353471631431
2013-04-01,3.202417778407007
2013-05-01,9.36317779231581
2013-06-01,-7.6114979923633665
2013-07-01,2.493091379311431
2013-08-01,6.530510311341223
2013-09-01,-8.548376817075901
2013-10-01,0.2873336912433313
2013-11-01,2.473292197654578
2013-12-01,-7.817687771278955
2014-01-01,-1.9370821789527497
2014-02-01,-4.129019617708991
2014-03-01,1.177394467360096
2014-04-01,11.196780023888234
2014-05-01,12.222096560920079
2014-06-01,-7.107414849511612
2014-07-01,4.560155693658168
2014-08-01,2.6061123334662764
2014-09-01,-0.9510622670820759
2014-10-01,3.203725217390085
2014-11-01,-0.39820226112977686
2014-12-01,3.107067292053486
2015-01-01,-0.02118111045129467
2015-02-01,-10.409410125154466
2015-03-01,1.6981271881318714
2015-04-01,4.819624875816626
2015-05-01,2.921961223647884
2015-06-01,-1.5980275296897286
2015-07-01,9.879165438916367
2015-08-01,-2.08413315327085
2015-09-01,1.0307224955171854
2015-10-01,-0.6172410392144076
2015-11-01,-5.239762792907991
2015-12-01,7.919748560365107
2016-01-01,-11.966979161889554
2016-02-01,7.364160131049687
2016-03-01,6.204590321104711
2016-04-01,1.8043705342676866
2016-05-01,-4.564274482404073
2016-06-01,2.332826282052098
2016-07-01,-2.363106614833362
2016-08-01,0.11054429000909316
2016-09-01,2.75400153719875
2016-10-01,-7.967874737126893
2016-11-01,4.2896632796166525
2016-12-01,13.082157469244905
2017-01-01,-7.492255208104751
2017-02-01,-9.951917276086931
2017-03-01,9.463123758185866
2017-04-01,-0.5575262766538209
2017-05-01,4.8933727449540925
2017-06-01,0.9012410557573833
2017-07-01,-7.019721585871287
2017-08-01,-0.28262235649902756
2017-09-01,4.448733403733176
2017-10-01,-3.9433189518655656
2017-11-01,16.643031465598703
2017-12-01,6.776348432571851
2018-01-01,-3.855147455040793
2018-02-01,-14.533040910184866
2018-03-01,10.776014141016667
2018-04-01,-10.06179878549884
2018-05-01,14.837923088670607
2018-06-01,0.032852151305506894
2018-07-01,-1.2501009182604212
2018-08-01,6.8313573989048475
2018-09-01,-9.899135302234978
2018-10-01,6.735838088142229
2018-11-01,20.560106078130268
2018-12-01,-15.772630992537373
2019-01-01,-3.780336598745663
2019-02-01,-20.346013017567657
2019-03-01,-0.8114555694153927
2019-04-01,3.032917280979259
2019-05-01,14.31323137525709
2019-06-01,-6.807066381809717
2019-07-01,9.352784781144997
2019-08-01,12.235775044369566
2019-09-01,-11.454506318524064
2019-10-01,6.440645825184303
2019-11-01,16.723231406209827
2019-12-01,4.725047977935944
2020-01-01,8.819714933151403
2020-02-01,4.663231467688945
2020-03-01,-34.75384235765666
2020-04-01,-81.8779205489428
2020-05-01,-9.519445793183706
2020-06-01,19.996835921323495
2020-07-01,31.806839909115034
2020-08-01,10.180864081428231
2020-09-01,22.95981090168164
2020-10-01,25.55972866855788
2020-11-01,-1.1045682073549958
2020-12-01,
2021-01-01,
2021-02-01,
2021-03-01,
2021-04-01,
